40
80
100
80
80
40
20
80
80
80
80
80
40
40
40
60
60
40
20
50
75
44
67
75
75
50
75
75
75
100
75
50
25
75
80
40
80
40
80
60
80
20
50
75
75
100
100
50
25
100
100
80
